"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"beta_0",-4.22215168325029,-4.22092712500617,0.0592565307413863,0.058565384007935,-4.32447519739295,-4.12649836059912,1.00405069122858,392.567300260782,531.656568455822
"beta_i",1.42947853398864,1.42829947828107,0.132266135215966,0.135329471878909,1.21724652317154,1.65247996186249,1.00275160959362,414.981872280089,665.985184769168
"beta_w",0.144983742553807,0.147173013721551,0.0996557775898229,0.103576587746144,-0.0208250617220427,0.30978392019642,1.00218831222657,572.307384789063,790.993299588765
